player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Brizz,aNc Legends,sup,19,7,0.8947368421052632,4.157894736842105,9.894736842105264,207.46743157894738,1.235784210526316,100.84210526315789,36.8,2.59,24.1,2.38,LIT,Europe
Brizz,aNc Legends,bot,10,0,2.7,3.3,3.4,564.1944599999999,7.33569,24.9,0.0,1.85,24.1,2.38,LIT,Europe
Lucy,Nongshim Esports Academy,bot,13,3,3.0,3.0,4.153846153846154,692.7346538461538,8.493761538461538,36.07692307692308,23.1,2.38,23.1,2.38,LCKC,Korea
koisi,VelbeliKaizokudan,sup,12,2,0.9166666666666666,4.5,9.666666666666666,229.53851666666665,1.0682166666666666,94.66666666666667,16.7,2.35,15.4,2.38,LJL,Japan
koisi,VelbeliKaizokudan,sup,12,2,0.9166666666666666,4.5,9.666666666666666,229.53851666666665,1.0682166666666666,94.66666666666667,16.7,2.35,15.4,2.38,LJL,Japan
Brizz,aNc Legends,bot,10,0,2.7,3.3,3.4,564.1944599999999,7.33569,24.9,0.0,1.85,24.1,2.38,LIT,Europe
Taxvig,KAOS e-sport,jng,11,4,2.909090909090909,4.818181818181818,8.545454545454545,455.58446363636364,5.169672727272727,26.636363636363637,36.4,2.38,36.4,2.38,NLC,Europe
Sw3ry,Team Insidious,sup,14,2,1.0,4.642857142857143,10.071428571428571,162.20218571428572,0.8494857142857143,100.57142857142857,14.3,2.38,14.3,2.38,HLL,Europe
Hygon,Gaming Barcelona,jng,16,3,3.125,3.75,7.0,465.7174375,6.0464875,39.4375,18.8,2.7,17.6,2.38,NEXO,Other
Hygon,Gaming Barcelona,jng,16,3,3.125,3.75,7.0,465.7174375,6.0464875,39.4375,18.8,2.7,17.6,2.38,NEXO,Other
Endless,Lenovo Legion Honvéd,bot,27,8,5.0,4.925925925925926,6.666666666666667,786.0350481481481,7.9235,22.51851851851852,29.6,2.37,29.6,2.37,EBL,Europe
Stend,Team Heretics,sup,54,20,0.5185185185185185,3.4444444444444446,7.648148148148148,169.54937407407408,1.0973166666666667,125.85185185185185,37.0,2.37,37.0,2.37,LEC,Europe
Hygon,CORE 128,jng,11,2,2.1818181818181817,3.727272727272727,6.636363636363637,368.8243,5.766872727272728,43.0,18.2,2.37,18.2,2.37,NEXO,Other
VK velbellys,VelbeliKaizokudan,mid,34,9,3.588235294117647,3.9705882352941178,5.794117647058823,645.1576235294117,7.4989735294117645,27.970588235294116,26.5,2.36,26.5,2.36,LJL,Japan
Starlit,OKSavingsBank BRION Challengers,mid,96,34,3.1145833333333335,3.59375,5.260416666666667,646.0622104166666,9.06526875,39.145833333333336,35.4,2.33,36.1,2.36,LCKC,Korea
Marlley,Dynamo Eclot Talents,sup,26,10,0.6153846153846154,4.230769230769231,9.384615384615385,244.28127307692304,0.9113692307692307,96.76923076923077,38.5,2.36,38.5,2.36,HC,Other
TheSerius,Zerolag Esports,top,14,6,2.2857142857142856,4.0,7.142857142857143,438.1141714285714,6.456128571428572,26.571428571428573,42.9,2.36,42.9,2.36,HLL,Europe
RustySniper,Lundqvist Lightside,bot,12,4,4.583333333333333,3.8333333333333335,4.416666666666667,837.453825,8.380108333333334,30.416666666666668,33.3,2.35,33.3,2.35,NLC,Europe
Kotva,CITA Kaizen,sup,10,3,0.5,4.6,10.3,224.06689999999998,0.89609,84.7,30.0,2.35,30.0,2.35,HW,Other
Andil,DRX,sup,91,38,0.6043956043956044,4.175824175824176,9.263736263736265,206.33972307692306,1.0086186813186813,109.23076923076923,41.8,2.36,41.6,2.35,LCK,Korea
Casting,KT Rolster,top,19,7,2.3684210526315788,3.210526315789474,5.157894736842105,622.454152631579,7.422178947368421,36.21052631578947,36.8,2.34,36.8,2.34,LCK,Korea
Carlsen,Team Heretics,top,54,20,2.3333333333333335,2.4814814814814814,3.4814814814814814,476.8829722222222,8.132475925925926,27.14814814814815,37.0,2.34,37.0,2.34,LEC,Europe
Sleepy,ZGDX Gaming,mid,10,4,3.6,3.8,5.3,771.75715,7.998659999999999,24.4,40.0,2.34,40.0,2.34,CD,Latin America
BioPanther,Chiefs Esports Club,top,47,9,1.7872340425531914,2.7872340425531914,4.74468085106383,507.7314680851064,7.792482978723403,28.02127659574468,19.1,2.34,19.1,2.34,LCP,Southeast Asia
Nyx,Zerolag Esports,jng,12,4,2.4166666666666665,4.166666666666667,7.333333333333333,434.7159,5.842975,39.5,33.3,2.34,33.3,2.34,HLL,Europe
Adiogs,PSG Talon Academy,mid,21,10,3.0476190476190474,5.0476190476190474,8.714285714285714,789.213719047619,7.601676190476191,31.904761904761905,47.6,2.33,47.6,2.33,PCS,Southeast Asia
Licorice,LYON,top,22,8,2.590909090909091,3.272727272727273,5.045454545454546,554.0951590909091,7.714395454545454,31.681818181818183,36.4,2.33,36.4,2.33,LTA N,North America
Nyx,Guasones,jng,16,7,2.75,3.9375,6.4375,358.78146875,5.68584375,41.75,43.8,2.33,43.8,2.33,LVP SL,Europe
David,Delta Syndicate,bot,23,6,3.6956521739130435,4.217391304347826,6.086956521739131,687.4165652173913,8.370078260869565,26.434782608695652,26.1,2.32,26.1,2.32,HC,Other
Shogo,Supernova,bot,21,6,4.523809523809524,3.6666666666666665,4.0,738.6710761904762,9.629304761904761,22.047619047619047,28.6,2.32,28.6,2.32,NACL,North America
TheGreatGary,GTZ Esports,top,22,10,2.227272727272727,3.3181818181818183,5.454545454545454,540.7580227272728,7.4756409090909095,24.954545454545453,45.5,2.32,45.5,2.32,LPLOL,Other
Fragola,aNc Legends,jng,30,7,1.9333333333333333,4.033333333333333,7.366666666666666,402.87110666666666,5.884469999999999,47.4,23.3,2.31,23.3,2.31,LIT,Europe
Kakkun,DetonatioN FocusMe,bot,50,12,2.82,3.5,5.26,628.14544,8.526762,24.52,24.0,2.31,24.0,2.31,LCP,Southeast Asia
HOYA,ThunderTalk Gaming,top,98,34,2.193877551020408,3.1530612244897958,5.091836734693878,535.8525051020408,7.3639,32.826530612244895,34.7,2.31,34.7,2.31,LPL,China
GoDirr,Ethereal Enigmas,top,25,11,3.68,3.6,4.6,637.852336,7.419364000000001,19.32,44.0,2.3,44.0,2.3,HC,Other
VaSKED,Tan'i eSports CZ,sup,26,10,0.6538461538461539,4.269230769230769,9.153846153846153,211.53339615384616,1.0854000000000001,116.23076923076923,38.5,2.3,38.5,2.3,HM,Europe
0ri,Dynamo Eclot Talents,jng,29,11,3.896551724137931,4.413793103448276,6.241379310344827,439.413724137931,5.9484896551724145,28.06896551724138,37.9,2.3,37.9,2.3,HC,Other
Kingen,Nongshim RedForce,top,144,60,2.701388888888889,3.2916666666666665,4.826388888888889,650.4599375,7.844925694444445,31.02777777777778,41.7,2.29,40.6,2.29,LCK,Korea
Keres,Ground Zero Gaming,sup,26,6,1.4230769230769231,5.076923076923077,9.653846153846153,257.34074615384617,1.07135,101.3076923076923,23.1,2.18,25.8,2.29,PCS,Southeast Asia
Keres,Ground Zero Gaming,sup,26,6,1.4230769230769231,5.076923076923077,9.653846153846153,257.34074615384617,1.07135,101.3076923076923,23.1,2.18,25.8,2.29,PCS,Southeast Asia
Zika,Weibo Gaming,top,10,4,3.0,3.5,5.0,508.21130999999997,7.83761,33.5,40.0,2.29,40.0,2.29,DCup,China
Skude,Fog Esports,jng,21,8,2.5714285714285716,4.523809523809524,7.809523809523809,493.7472666666667,5.583904761904762,35.42857142857143,38.1,2.29,38.1,2.29,AL,Europe
TF Blade,Conviction,top,26,14,2.3461538461538463,3.5,5.653846153846154,570.0556423076923,7.786992307692307,25.346153846153847,53.8,2.29,53.5,2.29,NACL,North America
TF Blade,Conviction,top,26,14,2.3461538461538463,3.5,5.653846153846154,570.0556423076923,7.786992307692307,25.346153846153847,53.8,2.29,53.5,2.29,NACL,North America
TF Blade,Conviction,top,26,14,2.3461538461538463,3.5,5.653846153846154,570.0556423076923,7.786992307692307,25.346153846153847,53.8,2.29,53.5,2.29,NACL,North America
Dec0y,Apex Mission Impossible,top,36,11,2.6944444444444446,3.1666666666666665,4.527777777777778,633.9301833333334,7.52893888888889,25.305555555555557,30.6,2.28,30.6,2.28,NACL,North America
Isles,Dignitas,sup,39,10,0.4358974358974359,3.6666666666666665,7.923076923076923,201.6802846153846,1.119551282051282,125.2051282051282,25.6,2.28,25.6,2.28,LTA N,North America
Naak Nako,Team Vitality,top,52,23,2.8846153846153846,3.3461538461538463,4.730769230769231,637.1700846153847,8.10041923076923,31.192307692307693,44.2,2.28,44.2,2.28,LEC,Europe
Lost,BNK FEARX Academy,bot,16,2,4.5625,4.625,6.0,663.0569437500001,8.10035,26.25,12.5,2.28,12.5,2.28,LAS,Latin America
Blesia,Barcząca Esports,top,13,5,3.5384615384615383,4.384615384615385,6.461538461538462,798.3739615384616,7.964215384615385,19.53846153846154,38.5,2.28,38.5,2.28,RL,Other
Nevid,Dplus KIA Youth,top,134,74,3.58955223880597,4.388059701492537,6.358208955223881,790.8710880597015,7.5489022388059706,21.55223880597015,55.2,2.27,55.2,2.27,LAS,Latin America
VK motimotti11,VelbeliKaizokudan,bot,38,9,4.947368421052632,4.315789473684211,4.868421052631579,713.0732578947369,8.52548157894737,27.842105263157894,23.7,2.27,23.7,2.27,LJL,Japan
frajgo,StormMedia Fajnie Mieć Skład,top,73,41,4.095890410958904,4.1506849315068495,5.342465753424658,750.8305630136986,8.373972602739725,26.315068493150687,56.2,2.27,56.2,2.27,RL,Other
huhi,Disguised,sup,47,18,0.5319148936170213,3.617021276595745,7.680851063829787,187.59940425531917,1.1151510638297872,127.08510638297872,38.3,2.27,38.3,2.27,LTA N,North America
Xavi,Actions Per Minute,sup,15,6,0.6666666666666666,4.733333333333333,10.066666666666666,205.72313333333335,0.9688866666666667,94.8,40.0,2.27,40.0,2.27,HLL,Europe
Ihy0,Zerance,top,14,3,2.7142857142857144,3.5,5.214285714285714,450.3217785714286,6.978778571428571,19.928571428571427,21.4,2.27,21.4,2.27,LFL2,Europe
Spooder,Movistar KOI Fénix,top,28,12,2.142857142857143,3.0714285714285716,4.821428571428571,479.2081857142857,6.826289285714286,33.82142857142857,42.9,2.27,42.9,2.27,LVP SL,Europe
Guwon,DetonatioN FocusMe,jng,32,6,3.0625,3.71875,5.375,403.18139375,6.4037,40.0,18.8,2.27,18.8,2.27,LCP,Southeast Asia
Fuuu,Fluxo W7M,mid,30,4,2.466666666666667,3.033333333333333,4.433333333333334,598.91385,8.35809,34.233333333333334,13.3,2.27,13.3,2.27,LTA S,Latin America
Dextyle,Gaming Barcelona,sup,12,3,0.5833333333333334,4.333333333333333,9.25,202.56432500000003,1.0491583333333334,100.66666666666667,25.0,2.27,25.0,2.27,NEXO,Other
Sleyer,Lille Esport,top,28,10,3.142857142857143,3.2857142857142856,4.321428571428571,630.9813107142857,7.869721428571429,28.5,35.7,2.27,35.7,2.27,LFL2,Europe
Blind Walker,PÊEK Gaming,jng,23,10,2.130434782608696,4.260869565217392,7.478260869565218,385.4932347826087,5.673304347826087,46.869565217391305,43.5,2.26,43.5,2.26,LRN,Other
RayFarky,DetonatioN FocusMe,top,53,14,2.1320754716981134,3.207547169811321,5.113207547169812,490.51942075471703,7.127843396226415,28.528301886792452,26.4,2.26,26.4,2.26,LCP,Southeast Asia
Carnage,WLGaming Esports,jng,13,3,3.1538461538461537,5.076923076923077,8.307692307692308,336.00871538461536,5.316838461538461,45.84615384615385,23.1,2.26,23.1,2.26,HLL,Europe
Jellou,GLORE,sup,10,5,0.9,4.5,10.9,289.68965,0.87356,100.2,50.0,2.62,41.7,2.26,HM,Europe
Jellou,GLORE,sup,10,5,0.9,4.5,10.9,289.68965,0.87356,100.2,50.0,2.62,41.7,2.26,HM,Europe
Nikolex,Team Paradox,jng,17,11,2.3529411764705883,5.235294117647059,9.470588235294118,441.56914705882355,5.68875294117647,35.529411764705884,64.7,2.26,64.7,2.26,HLL,Europe
Ipecacuhana,Aurora,sup,15,4,1.4,4.666666666666667,9.133333333333333,241.19484666666668,1.09908,92.06666666666666,26.7,2.26,26.7,2.26,ROL,Other
Hub,Pulse Star,bot,32,8,3.59375,3.46875,4.25,654.1096156250001,8.928728125,21.59375,25.0,2.26,25.0,2.26,NACL,North America
Hamsi,Lupus Esports,top,10,2,1.5,3.6,6.6,611.42628,7.01832,21.0,20.0,2.25,20.0,2.25,EBL,Europe
Shavo,LYON Academy,top,16,5,2.1875,4.1875,7.25,514.521025,6.98015,34.5625,31.2,2.25,31.2,2.25,LRN,Other
KOUBEE,EXILE esports,mid,18,5,2.4444444444444446,3.8333333333333335,6.166666666666667,594.0160722222222,8.428322222222222,21.666666666666668,27.8,2.25,27.8,2.25,HM,Europe
Callian,MGN Vikings Academy,sup,27,12,0.7407407407407407,5.518518518518518,10.925925925925926,241.9201888888889,1.061062962962963,104.18518518518519,44.4,2.11,48.6,2.25,VCS,Southeast Asia
Xico,ZETA,mid,18,5,2.9444444444444446,3.8333333333333335,5.666666666666667,685.0440277777777,8.793105555555556,31.333333333333332,27.8,2.25,27.8,2.25,LVP SL,Europe
Luon,Chiefs Esports Club,sup,51,10,0.5882352941176471,3.6666666666666665,7.607843137254902,182.47399803921567,1.0669705882352942,106.07843137254902,19.6,2.24,19.6,2.24,LCP,Southeast Asia
Wind1,Team Paradox,top,22,10,4.136363636363637,4.2272727272727275,5.318181818181818,689.8898045454545,7.681827272727273,23.363636363636363,45.5,2.24,45.5,2.24,HLL,Europe
Yakkey,Skillcamp,bot,14,2,2.857142857142857,2.9285714285714284,3.7142857142857144,579.5597428571429,9.402385714285714,29.357142857142858,14.3,2.24,14.3,2.24,LFL2,Europe
Rhino,Supernova,sup,21,6,0.8571428571428571,3.9047619047619047,7.904761904761905,209.82966666666667,0.9825571428571429,89.38095238095238,28.6,2.24,28.6,2.24,NACL,North America
Kaba,Team Refuse,bot,11,3,5.818181818181818,5.2727272727272725,6.0,856.4721545454545,8.2171,25.545454545454547,27.3,2.24,27.3,2.24,HLL,Europe
Eltrico,Zer0 Trein0,mid,10,3,3.1,3.8,5.4,761.73757,7.50709,32.1,30.0,2.24,30.0,2.24,CD,Latin America
Undefined,Team Paradox,sup,22,10,0.6818181818181818,4.590909090909091,9.545454545454545,182.39148636363637,0.9379909090909091,110.5,45.5,2.23,45.5,2.23,HLL,Europe
Stormax,GameWard,jng,43,11,1.8837209302325582,3.511627906976744,5.930232558139535,365.4657581395349,5.817513953488372,49.48837209302326,25.6,2.23,25.6,2.23,LFL,Europe
Nevid,Dplus KIA Challengers,top,10,6,4.0,4.1,5.0,743.8524100000001,7.44697,22.7,60.0,2.2,61.7,2.22,Asia Master,Other
SeTab,ThunderTalk Gaming,mid,98,34,2.8469387755102042,3.663265306122449,5.275510204081633,657.4271581632653,8.282011224489796,38.03061224489796,34.7,2.22,34.7,2.22,LPL,China
PmK,DOCISK,top,32,11,3.875,4.09375,5.21875,651.300578125,7.344078125,24.40625,34.4,2.22,34.4,2.22,RL,Other
Fishireal,Meavedron,mid,14,4,2.857142857142857,3.642857142857143,5.214285714285714,587.62705,7.1882214285714285,16.0,28.6,2.22,28.6,2.22,HC,Other
Pride,Eintracht Spandau,top,49,17,3.0408163265306123,3.816326530612245,5.448979591836735,651.8237551020409,7.759602040816326,32.51020408163265,34.7,2.22,34.7,2.22,PRM,Europe
Don Ponk,Lundqvist Lightside,sup,10,6,1.3,5.5,10.9,284.82851999999997,1.0027,88.4,60.0,2.22,60.0,2.22,NLC,Europe
Courage,Fukuoka SoftBank HAWKS gaming,jng,36,10,2.2777777777777777,3.888888888888889,6.361111111111111,375.72461944444444,5.445775,42.75,27.8,2.22,27.8,2.22,LCP,Southeast Asia
reje,KAOS e-sport,bot,18,4,4.444444444444445,3.6666666666666665,4.277777777777778,672.0221888888889,8.582,17.11111111111111,22.2,2.38,23.1,2.21,NLC,Europe
reje,KAOS e-sport,bot,18,4,4.444444444444445,3.6666666666666665,4.277777777777778,672.0221888888889,8.582,17.11111111111111,22.2,2.38,23.1,2.21,NLC,Europe
Koala,Zerance,top,14,5,2.5714285714285716,3.7142857142857144,5.642857142857143,612.6889214285713,7.382364285714286,27.428571428571427,35.7,2.21,35.7,2.21,LFL2,Europe
LVS,Odivelas Sports Club,top,16,9,3.4375,3.9375,5.25,717.0378375,7.2418375,22.1875,56.2,2.21,56.2,2.21,LPLOL,Other
CoBiT,DN Freecs Academy,sup,64,32,1.0625,5.609375,11.34375,248.8587015625,1.0256578125,111.125,50.0,2.21,50.0,2.21,LAS,Latin America
Maxterium,Seven Dark,sup,13,3,1.0,4.3076923076923075,8.461538461538462,197.80374615384613,1.065546153846154,106.53846153846153,23.1,2.2,23.1,2.2,LRS,Other
VK peakey,VelbeliKaizokudan,sup,10,4,0.7,5.1,10.5,160.09466,0.8705999999999999,79.3,40.0,2.2,40.0,2.2,LJL,Japan
Mago,RED Canids,mid,11,5,3.3636363636363638,4.0,5.454545454545454,616.8508181818182,8.479790909090909,37.18181818181818,45.5,2.2,45.5,2.2,LTA S,Latin America
Marvin,Fluxo W7M,bot,30,4,2.2,2.7666666666666666,3.9,542.23421,8.977936666666666,38.1,13.3,2.2,13.3,2.2,LTA S,Latin America
Leo s Man,One More Esports,sup,35,10,0.45714285714285713,5.085714285714285,10.714285714285714,190.17403142857142,1.0385628571428571,103.4,28.6,2.2,28.6,2.2,AL,Europe
CPM,Zerance,top,19,8,1.5789473684210527,2.789473684210526,4.526315789473684,375.2046736842105,7.432200000000001,19.31578947368421,42.1,2.19,42.1,2.19,LFL2,Europe
Tochas,GTZ Esports,sup,11,5,0.9090909090909091,5.2727272727272725,10.636363636363637,226.47343636363638,1.0511272727272727,104.0,45.5,2.19,45.5,2.19,LPLOL,Other
Zeniv,G2 Hel,top,31,16,4.0,4.161290322580645,5.129032258064516,599.2444870967742,7.150383870967742,25.70967741935484,51.6,2.19,51.6,2.19,NEXO,Other
Regi,Dream Makers,jng,16,6,2.875,3.875,5.625,462.37059375,6.29001875,35.8125,37.5,2.19,37.5,2.19,NEXO,Other
Eyliph,Skillcamp,top,38,14,2.9473684210526314,3.763157894736842,5.2631578947368425,613.1260052631578,7.7174815789473685,30.394736842105264,36.8,2.18,36.8,2.18,LFL2,Europe
Lozer,Silent Storm Esports,mid,10,3,5.2,5.1,5.9,644.08369,7.58184,30.7,30.0,2.18,30.0,2.18,VCS,Southeast Asia
Hylissang,Team Vitality,sup,14,6,0.9285714285714286,5.428571428571429,10.928571428571429,161.25342142857144,0.9106,117.35714285714286,42.9,2.18,42.9,2.18,LEC,Europe
Sojo,EXILE esports,jng,18,5,3.2777777777777777,4.5,6.5,482.72499999999997,6.487522222222222,44.111111111111114,27.8,2.17,27.8,2.17,HM,Europe
MaiYuk,A One Man Army,top,34,17,2.676470588235294,3.7058823529411766,5.352941176470588,597.9953088235294,7.6972,19.970588235294116,50.0,2.17,50.0,2.17,ROL,Other
Rocklho,E WIE EINFACH E-SPORTS,top,78,38,2.217948717948718,3.5128205128205128,5.410256410256411,559.4999128205128,7.290307692307692,23.641025641025642,48.7,2.17,48.7,2.17,PRM,Europe
Artoria,Skillcamp,mid,14,2,2.7142857142857144,3.0,3.7857142857142856,642.9659357142857,7.990714285714286,24.214285714285715,14.3,2.17,14.3,2.17,LFL2,Europe
Sw3ry,LODIS,sup,16,3,0.8125,4.75,9.5,163.403975,0.7948999999999999,116.5625,18.8,2.17,18.8,2.17,RL,Other
SwiT,Austrian Force willhaben,top,18,7,1.9444444444444444,3.5555555555555554,5.777777777777778,426.20127222222226,6.758566666666667,33.0,38.9,2.17,38.9,2.17,PRM,Europe
Xen0gan,EKO Esports,mid,12,2,2.5,3.9166666666666665,6.0,612.3426583333334,8.027941666666667,24.583333333333332,16.7,2.17,16.7,2.17,LIT,Europe
Nino,Zerolag Esports,top,16,5,2.75,3.625,5.125,561.85181875,7.9454,27.375,31.2,2.17,31.2,2.17,HLL,Europe
Quantum,DN Freecs,sup,16,4,0.875,4.8125,9.1875,289.1064125,0.9293312499999999,105.1875,25.0,2.09,25.0,2.17,KeSPA,Korea
PhyMini,Apex Mission Impossible,mid,26,5,3.0,3.230769230769231,4.0,687.9023961538461,8.871273076923076,30.115384615384617,19.2,2.17,19.2,2.17,NACL,North America
Someone,Dynamo Eclot Talents,mid,21,9,3.9523809523809526,4.142857142857143,5.0,612.176780952381,7.741347619047619,21.476190476190474,42.9,2.16,42.9,2.16,HC,Other
Robo,LOUD,top,57,30,3.2280701754385963,3.736842105263158,4.7368421052631575,572.9266438596492,8.299833333333334,31.105263157894736,52.6,2.13,53.6,2.16,LTA S,Latin America
Nisqy,Team Vitality,sup,21,9,1.0476190476190477,4.904761904761905,9.523809523809524,218.25584761904761,0.9743380952380953,120.04761904761905,42.9,2.16,42.9,2.16,LEC,Europe
Euphoria,DN Freecs Academy,bot,64,32,4.28125,4.78125,6.03125,717.382553125,8.557275,27.5,50.0,2.16,50.0,2.16,LAS,Latin America
charlotte,Oh My God,mid,10,3,2.1,2.7,3.7,497.15119999999996,8.75427,36.0,30.0,2.15,30.0,2.15,LPL,China
Boukada,Team BDS,jng,12,3,1.9166666666666667,3.3333333333333335,5.25,308.17788333333334,5.524208333333333,47.5,25.0,2.15,25.0,2.15,LEC,Europe
miflond,Ethereal Enigmas,jng,12,3,3.3333333333333335,5.666666666666667,8.833333333333334,434.155325,5.287991666666667,40.25,25.0,2.15,25.0,2.15,HC,Other
Polychiki,Jörmungang,sup,44,19,1.3636363636363635,5.068181818181818,9.522727272727273,224.65710681818183,1.0255386363636363,86.93181818181819,43.2,2.15,43.2,2.15,ROL,Other
Kappa1,Andromeda Gaming,mid,21,9,3.3333333333333335,4.857142857142857,7.095238095238095,652.5407047619049,7.175971428571429,28.19047619047619,42.9,2.15,42.9,2.15,HC,Other
Sintax,BeFive,mid,13,6,3.3076923076923075,4.076923076923077,5.461538461538462,673.7266153846153,8.256084615384616,19.615384615384617,46.2,2.15,46.2,2.15,EBL,Europe
Namsi,Nongshim RedForce Academy,sup,95,32,0.8421052631578947,5.052631578947368,10.042105263157895,226.27307157894737,1.018062105263158,109.08421052631579,33.7,2.15,33.7,2.15,LAS,Latin America
Cheng9,Ground Zero Gaming,bot,26,6,3.8076923076923075,3.9615384615384617,4.8076923076923075,632.6248461538461,8.191738461538462,27.26923076923077,23.1,2.17,25.8,2.15,PCS,Southeast Asia
behave,BeFive,jng,13,4,3.6923076923076925,4.230769230769231,5.384615384615385,484.9632538461538,6.397515384615384,29.692307692307693,30.8,2.15,30.8,2.15,EBL,Europe
Cheng9,Ground Zero Gaming,bot,26,6,3.8076923076923075,3.9615384615384617,4.8076923076923075,632.6248461538461,8.191738461538462,27.26923076923077,23.1,2.17,25.8,2.15,PCS,Southeast Asia
Biskoo,Fog Esports,sup,21,8,0.6190476190476191,5.190476190476191,10.476190476190476,206.0966761904762,0.7618952380952381,99.95238095238095,38.1,2.14,38.1,2.14,AL,Europe
Soboro,BNK FEARX,top,10,3,3.0,3.6,4.7,579.79193,7.68753,25.1,30.0,2.14,30.0,2.14,LCK,Korea
89,V3 Esports,jng,26,7,2.3076923076923075,4.269230769230769,6.846153846153846,348.9525192307692,5.034165384615384,32.07692307692308,26.9,2.14,26.9,2.14,LJL,Japan
Sunblast,WAP Esports,top,27,14,2.4814814814814814,3.3333333333333335,4.62962962962963,544.9689703703704,8.101011111111111,32.03703703703704,51.9,2.13,51.9,2.13,LRS,Other
Levy,OKSavingsBank BRION Challengers,bot,20,7,3.0,3.45,4.6,608.736085,9.12386,37.75,35.0,2.2,36.4,2.13,LCKC,Korea
